name,condition,path,picked_count,phenomenon_label,trajectory_score,trajectory_frontier_auc,readable_transition_auc,terminal_frontier,terminal_readability,terminal_unfinished,mean_ontology_collapse_density,mean_unfinished,unfinished_rate,anchor_survival,lineage_continuity,object_lineage_continuity,lineage_quality,hub_revisit_rate,hub_revisit_count,transport_hub_mentions,motif_entropy,motif_repetition,motif_loop_penalty,stock_prop_dependence,soft_style_dependence,now_chain_pressure,inscription_pressure,repetition_collapse_penalty,peak_frontier,peak_frontier_step,post_peak_decay,suggested_stop_step,failure_pressure,seed
steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,5,readable_ontology_collapse_trajectory,0.39832561154427804,0.15127686141259794,0.06776559017371446,0.19795043522785458,0.8778289810547875,0.0,0.5671523636677902,0.16,0.4,0.75,0.8,0.30666666666666664,0.5780000000000001,0.2727272727272727,3,11,0.9483173607350679,0.65625,0.40368125567875807,0.655,0.4666666666666666,0.5,0.0,0.2563324147574267,0.24432606093422238,2,0.0463756257063678,3,0.33024645944303577,The bus was ten minutes late
steer_alpha_0p82_c19_tok140_seed04_a_blue_mug_near_the_sink.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed04_a_blue_mug_near_the_sink.json,5,trajectory_truncation_failure,0.34852516434589587,0.15158057540759332,0.0702143732014656,0.09580896632397126,0.5812945414632402,0.4,0.6060846560846561,0.24000000000000005,0.6,0.75,0.9,0.5847619047619047,0.7581428571428572,0.5,11,22,0.9051511820157896,0.6923076923076923,0.5365434546217689,0.805,0.6,0.6,0.0,0.34617881157038316,0.2753508717173368,1,0.17954190539336554,3,0.43891997312168635,A blue mug near the sink
steer_alpha_0p82_c19_tok140_seed05_the_spreadsheet_was_still_open.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed05_the_spreadsheet_was_still_open.json,5,trajectory_truncation_failure,0.31271494261350297,0.1464231504417912,0.05982346096933561,0.20138470376344084,0.8788548387096774,0.0,0.5562981696665907,0.24000000000000005,0.6,0.25,0.8,0.30666666666666664,0.5780000000000001,0.3333333333333333,5,15,0.9284788897376127,0.7297297297297297,0.4683162691824613,0.805,0.4666666666666666,0.6,0.0,0.31455431888527957,0.24072707445090283,1,0.03934237068746199,3,0.40466072353149596,The spreadsheet was still open
steer_alpha_0p82_c19_tok140_seed06_the_elevator_button_was_cracked.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed06_the_elevator_button_was_cracked.json,5,motif_loop_trajectory,0.32742385944704056,0.17543312244034232,0.10538705171246585,0.10534645647361582,0.5673527670908554,0.4,0.5573135495744193,0.16,0.4,0.5,0.85,0.67,0.769,0.7142857142857143,15,21,0.8854737829198785,0.7659574468085106,0.6539787856441437,1.0,0.6,0.5,0.0,0.3223255391629677,0.2437557130078555,2,0.1384092565342397,4,0.45546423083696436,The elevator button was cracked
steer_alpha_0p82_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed07_a_delivery_label_on_a_cardboard_box.json,5,trajectory_truncation_failure,0.2960416184366357,0.12035415531089347,0.041812064343521596,0.09408398965709966,0.5292945109398627,0.4,0.5573211233211233,0.32,0.8,0.75,0.85,0.4666666666666667,0.6775,0.4666666666666667,7,15,0.8990207384578003,0.75,0.5420646642319924,0.9,0.26666666666666666,0.8,0.0,0.34782332115996234,0.21248580758556804,1,0.11840181792846838,3,0.49008681305670715,A delivery label on a cardboard box
steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge.json,steer_alpha_0p82,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p82_c19_tok140_seed08_i_am_opening_the_fridge.json,5,trajectory_truncation_failure,0.265265085680069,0.1512533659463674,0.05100559288461494,0.08690559359617865,0.5777389491242704,0.4,0.5531861471861472,0.24000000000000005,0.6,0.5,0.65,0.3,0.49250000000000005,0.3,3,10,0.9714066742689237,0.8205128205128205,0.4907088994909986,0.835,0.4666666666666666,0.7,0.0,0.3426470615575571,0.25828595385297515,3,0.17138036025679648,3,0.44384701084943873,I am opening the fridge
steer_alpha_0p88_c19_tok140_seed01_the_receipt_on_the_counter.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed01_the_receipt_on_the_counter.json,5,trajectory_truncation_failure,0.3039600240657604,0.11203983346697995,0.042445915165087056,0.09044331216931217,0.6214814814814815,0.4,0.5566733500417712,0.32,0.8,0.6666666666666666,0.8333333333333334,0.54,0.7013333333333334,0.6,12,20,0.928938857995887,0.8043478260869565,0.6005662997067249,0.9333333333333333,0.3333333333333333,0.8,0.0,0.24522280288145062,0.19343254648403577,1,0.1029892343147236,3,0.49668679992131903,The receipt on the counter
steer_alpha_0p88_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed02_a_plastic_folder_in_the_drawer.json,5,trajectory_truncation_failure,0.40310106814224106,0.15119090366258414,0.08413692612121412,0.10511411337209302,0.6245639534883721,0.4,0.5528070175438596,0.24000000000000005,0.6,1.0,1.0,0.6,0.8200000000000001,0.5625,9,16,0.8753148609827474,0.7241379310344828,0.5483907008329045,0.72,0.3333333333333333,0.7,0.0,0.20908712485417782,0.2393715707615561,1,0.1342574573894631,3,0.422733919033122,A plastic folder in the drawer
steer_alpha_0p88_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed03_the_bus_was_ten_minutes_late.json,5,trajectory_truncation_failure,0.3636582391205483,0.13696685818372561,0.06656254061462834,0.10051766640503935,0.586895932767206,0.4,0.5451001006600953,0.24000000000000005,0.6,1.0,0.9,0.4,0.675,0.3333333333333333,5,15,0.9228643055938752,0.7352941176470589,0.4650956962088694,0.93,0.4,0.6,0.0,0.2887137751619941,0.2146496931672669,2,0.11413202676222754,3,0.42338670131650685,The bus was ten minutes late
steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink.json,steer_alpha_0p88,experiments/frontier_sweep_mundane_seed_probe/steer_alpha_0p88_c19_tok140_seed04_a_blue_mug_near_the_sink.json,5,motif_loop_trajectory,0.3244914873020408,0.17184478966442854,0.10434546421711888,0.08694516747685185,0.545162037037037,0.4,0.4973870967741936,0.08,0.2,0.75,0.95,0.48571428571428565,0.7410714285714286,0.5909090909090909,13,22,0.9560662457537217,0.8333333333333334,0.6322774255672642,1.0,0.26666666666666666,0.7,0.6,0.3735083399575331,0.2675626484375,3,0.18061748096064814,4,0.5291460446767242,A blue mug near the sink
